Time,Time Code,Country Name,Country Code,Access to electricity (% of population) [EG.ELC.ACCS.ZS],"Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]",Agricultural land (sq. km) [AG.LND.AGRI.K2],Agricultural land (% of land area) [AG.LND.AGRI.ZS],Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS],"Armed forces personnel, total [MS.MIL.TOTL.P1]","Children out of school, primary [SE.PRM.UNER]","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative) [SE.PRM.CUAT.ZS]",Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC],Exclusive breastfeeding (% of children under 6 months) [SH.STA.BFED.ZS],Expenditure on primary education (% of government expenditure on education) [SE.XPD.PRIM.ZS],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Hospital beds (per 1,000 people) [SH.MED.BEDS.ZS]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","International tourism, receipts (current US$) [ST.INT.RCPT.CD]","International tourism, number of arrivals [ST.INT.ARVL]","International tourism, number of departures [ST.INT.DPRT]","Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate, adult, male (per 1,000 male adults) [SP.DYN.AMRT.MA]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, infant, female (per 1,000 live births) [SP.DYN.IMRT.FE.IN]","Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]",Oil rents (% of GDP) [NY.GDP.PETR.RT.ZS],"Primary education, duration (years) [SE.PRM.DURS]","Primary education, pupils (% female) [SE.PRM.ENRL.FE.ZS]","Primary education, teachers (% female) [SE.PRM.TCHR.FE.ZS]","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) [SH.ALC.PCAP.LI]","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age) [SH.ALC.PCAP.FE.LI]","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age) [SH.ALC.PCAP.MA.LI]"
1990,YR1990,Benin,BEN,..,..,..,22612.96,20.0540617240156,0.292357625490856,6000,564677,..,32.9453170219933,..,..,8.9761343599898,0.8338999748,..,..,..,..,41.4590399657747,55.899,50.114,249.643,352.771,97.9,91.3,104.3,1.5756167070246,6,33.9088,24.5599899291992,..,..,..
1990,YR1990,Bermuda,BMU,100,100,100,3,5.55555555555556,..,..,..,..,..,..,30.32279,0.0192122847020073,..,..,..,..,..,..,78.091,70.123,90.38,193.39,..,..,..,0,7,..,..,..,..,..
1990,YR1990,Bhutan,BTN,..,..,..,4540,9.71684181238362,..,..,..,..,..,..,..,10.3831179126517,0.8467000127,..,..,..,..,36.438344630152,57.141,54.717,286.214,333.669,95.8,90.8,100.6,0,7,..,..,..,..,..
1990,YR1990,Bolivia,BOL,..,..,..,354550,32.7286993445952,1.02172493734272,30000,..,..,256.236131061625,..,..,4.63578742813276,1.317800045,..,..,..,..,41.0540318798615,58.379,55.221,234.417,294.405,90,83,96.8,2.75361755081365,6,47.64914,..,..,..,..
1990,YR1990,Bosnia and Herzegovina,BIH,100,100,100,22000,..,..,..,..,..,2947.40968724908,..,..,..,4.4590997696,..,..,..,..,40.7208627387751,75.511,67.621,96.402,208.092,16.1,14.3,17.8,..,4,..,..,..,..,..
1990,YR1990,Botswana,BWA,..,..,..,260210,45.914280168687,1.33217877839206,6000,25308,..,758.216307624439,..,25.50395,6.77282195004784,1.5751999617,..,..,..,..,40.8856768578343,63.728,56.655,293.575,454.898,38.9,34.3,43.4,0,7,51.60167,79.8347473144531,..,..,..
1990,YR1990,Brazil,BRA,87.475116,58.9484320241383,97.538681,2349000,28.1043390036539,0.474036254967679,295000,..,..,1459.3891403299,..,..,-4.35000000000022,3.3452999592,2947.73277248299,..,..,..,34.7543344067389,68.706,63.133,155.485,243.868,52,46.4,57.3,1.03088670277662,4,..,..,..,..,..
1990,YR1990,British Virgin Islands,VGB,94.606559753418,94.0837968319117,95.4663162231445,80,53.3333333333333,..,..,86,..,..,..,..,..,..,..,..,..,..,..,74.6,70.604,108.46,149.394,19.1,17,21.1,..,7,46.52406,..,..,..,..
1990,YR1990,Brunei Darussalam,BRN,100,100,100,130,2.46679316888046,3.59812537667875,4000,..,..,4383.21608197672,..,24.9065,2.64307356617202,..,..,..,..,..,31.3711556279179,73.773,70.031,147.582,190.122,10.3,9.5,11,30.6838382585785,6,..,..,..,..,..
1990,YR1990,Bulgaria,BGR,100,100,100,61590,55.6720600198861,3.46826963457343,129000,..,..,4758.73190255565,..,..,-9.11737709565379,9.7908000946,..,..,..,..,47.256276089319,75.15,68.3,98.081,219.412,14.6,12.7,16.4,0.105709691779651,4,48.19133,..,..,..,..
1990,YR1990,Burkina Faso,BFA,..,..,..,99508.133,36.3699316520468,0.24530366140245,10000,..,..,18.1235449304514,..,..,-0.602928477580988,0.2992999852,..,..,..,..,49.2633776351746,50.232,48.33,310.57,357.63,102.9,94.9,110.3,0,6,37.98181,26.6098899841309,..,..,..
1990,YR1990,Burundi,BDI,..,..,..,20820,81.0747663551402,0.464767703292298,12000,..,..,..,..,45.72394,3.49982213611253,..,..,..,..,..,51.8099022632251,46.962,43.398,418.673,498.244,92.6,84.1,100.9,0,6,44.58989,46.0603408813477,..,..,..
1990,YR1990,Cabo Verde,CPV,..,..,..,680,16.8734491315136,0.806113565279077,1000,6127,..,..,..,..,0.692171874476983,..,..,..,..,..,36.6652694031535,67.255,60.1,178.674,309.547,42.1,38.5,45.5,0,6,49.05181,60.2070999145508,..,..,..
1990,YR1990,Cambodia,KHM,..,..,..,44550,25.237933378654,3.36302302139393,112000,..,..,..,..,..,1.16231184838939,2.0720999241,..,..,..,..,53.0385963942988,57.757,52.374,278.071,373.376,88.4,79.5,96.8,..,6,..,31.3141498565674,..,..,..
1990,YR1990,Cameroon,CMR,..,..,..,91700,19.398785724863,0.457826787803654,23000,490692,..,206.939378940066,..,..,-6.10569764600656,2.5532999039,..,..,..,..,48.2665284427878,55.893,52.784,305.293,360.54,80.8,72.9,88.3,8.68450877617334,6,45.95451,30.1264400482178,..,..,..
1990,YR1990,Canada,CAN,100,100,100,614030,6.84874057368227,0.593567812632337,87000,..,..,16190.7033217631,..,..,0.202947874139198,6,4.78047693336305,..,..,..,44.1222356711195,80.73,74.3,69.678,127.319,6.8,6,7.5,1.48748684267335,6,48.49893,68.8093566894531,..,..,..
1990,YR1990,Cayman Islands,CYM,99.846923828125,..,99.8430480957031,27,11.25,..,..,..,..,..,..,..,..,3,..,..,..,..,..,75.352,70.155,135.196,199.395,..,..,..,..,6,..,..,..,..,..
1990,YR1990,Central African Republic,CAF,..,..,..,49554.81,7.95447847442936,0.346764384870323,4000,188652,..,..,..,53.20913,-2.14752806574087,0.8731999993,..,..,..,..,44.9539280169152,51.667,48.285,344.846,414.726,109,99.4,118,0,6,38.79924,26.3055000305176,..,..,..
1990,YR1990,Chad,TCD,..,..,..,483000,38.3576874205845,2.19005086174121,50000,..,..,12.368722309314,..,..,-4.17847237277668,..,..,..,..,..,46.3245252407742,48.799,41.63,340.467,503.005,116.2,107.4,124.6,0,6,30.46334,5.99153995513916,..,..,..
1990,YR1990,Channel Islands,CHI,100,100,100,85,42.9292929292929,..,..,..,..,..,..,..,..,..,..,..,..,..,41.7904392053441,78.6,73.9,68,109,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Chile,CHL,92.257427,59.458310297133,98.846714,158990,21.3830742994249,1.92032510497609,95000,..,..,1222.65273596178,..,53.84399,3.59872304691744,3.1586000919,26.0364811362364,..,..,..,29.8760137042485,76.837,70.481,90.621,170.876,16,14.4,17.5,0.378183852893491,6,48.66845,..,..,..,..
1990,YR1990,China,CHN,..,..,..,5056940,53.8645647484888,0.546950121890022,3500000,7874579,..,510.619854913516,..,..,3.9416305983694,2.5799999237,..,..,..,..,45.6308235010115,70.561,65.861,125.386,190.86,43.3,41.1,45.4,5.54445902741075,5,45.88131,42.5718803405762,..,..,..
1990,YR1990,Colombia,COL,89.9,71.6868212385103,97.9,450830,40.6336187471834,0.792638321151683,110000,..,..,889.393915900734,13.4,..,4.28199833053058,1.3667000532,29.1520245976216,..,..,..,40.4154750670572,73.109,64.593,134.212,264.742,29.6,26,33,5.85725180474062,5,52.59119,..,..,..,..
1990,YR1990,Comoros,COM,..,..,..,1140,61.257388500806,..,..,..,..,..,..,..,5.09123641339696,2.7616000175,..,..,..,..,39.6903032025003,56.545,54.863,298.616,322.929,93.5,87.7,98.9,0,6,40.777,..,..,..,..
1990,YR1990,"Congo, Dem. Rep.",COD,..,..,..,259600,11.4510046095146,0.373903468593706,55000,..,..,123.486866762823,..,..,-6.56831069464246,1.4268000126,..,..,..,..,50.8393351071767,49.686,47.36,348.135,393.582,102.4,95.7,108.8,2.06738083913538,6,41.29818,..,..,..,..
1990,YR1990,"Congo, Rep.",COG,..,..,..,105173.37,30.7974729136164,0.983113389021245,9000,..,..,172.228383237558,..,..,1.00000356627487,3.3499999046,..,..,..,..,49.0545180068141,58.037,56.042,343.252,372.333,57.2,51.5,62.5,37.0679852946243,6,48.03177,32.8315200805664,..,..,..
1990,YR1990,Costa Rica,CRI,..,..,..,21986,43.0591461026244,0.697850707053613,8000,..,..,1071.20914013043,..,..,3.55306336572285,2.5,19.0397526635649,..,..,..,28.8711305268686,78.485,73.738,75.379,126.489,14.4,12.6,16.1,0,6,48.54057,..,..,..,..
1990,YR1990,Cote d'Ivoire,CIV,..,..,..,190572.96,59.9286037735849,0.358562251426719,15000,..,..,156.934769443709,..,..,-1.09590841238308,0.8116000295,..,..,..,..,35.7191826501766,55.154,50.736,311.09,383.84,100.6,91.6,109.3,0.111829077867099,6,41.58721,18.7851905822754,..,..,..
1990,YR1990,Croatia,HRV,100,100,100,24040,..,..,..,..,..,2966.2776658612,..,..,..,7.3777999878,..,..,..,..,42.7671318971182,75.93,68.59,91.933,235.816,11.2,9.7,12.6,..,4,..,..,..,..,..
1990,YR1990,Cuba,CUB,..,..,..,67410,62.7653631284916,6.78614702907281,297000,44038,..,1208.35617753872,..,..,-2.94856494503389,5.4211997986,..,..,..,..,35.8176496031246,75.892,71.922,119.129,165.244,10.8,9.2,12.4,0.31891247361977,6,47.76755,78.0001907348633,..,..,..
1990,YR1990,Curacao,CUW,100,100,99.5024108886719,..,..,..,..,..,..,4662.99862448418,..,..,..,..,..,..,..,..,..,74.952,69.774,102.779,172.825,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Cyprus,CYP,100,100,100,1606,17.3809523809524,2.80260417980387,10000,..,..,2363.16057187725,..,35.79874,7.40399951139527,..,..,..,..,..,35.0706676643938,78.674,73.542,68.662,125.703,9.9,8.9,10.9,0,6,48.27008,56.8165817260742,..,..,..
1990,YR1990,Czechia,CZE,100,100,100,42820,..,..,..,..,..,5600.40761204856,..,..,..,11.3000001907,..,..,..,..,44.6367742241851,75.42,67.54,95.017,230.775,10.3,8.8,11.7,0.0241546688775384,4,48.83849,..,..,..,..
1990,YR1990,Denmark,DNK,100,100,100,27880,69.7,1.08024099828207,31000,..,..,5944.82836695787,..,..,1.66026774169177,5.5999999046,2.64160306382,..,..,..,46.4031459405589,77.73,72.02,101.117,155.211,7.3,6.4,8.2,0.479073854272228,6,48.93333,..,..,..,..
1990,YR1990,Djibouti,DJI,..,..,..,12990,56.0396893874029,3.41886186088651,4000,..,..,..,..,..,..,2.5397000313,..,..,..,..,22.7473973914084,57.445,53.535,283.483,350.784,88.2,81.3,94.6,0,6,41.9179,..,..,..,..
1990,YR1990,Dominica,DMA,..,..,..,180,24,..,..,..,..,..,..,..,5.41798351146888,3,..,..,..,..,..,73.478,67.54,140.709,232.751,14.9,14,15.8,0,7,48.82585,..,..,..,..
1990,YR1990,Dominican Republic,DOM,..,..,..,26171.667,54.1744297246947,0.848569876900796,21000,..,..,390.286003709045,..,..,-5.45431239511254,1.8812999725,..,..,..,..,30.8645876435295,70.671,64.995,163.611,234.94,48,43.9,51.9,0,6,..,..,..,..,..
1990,YR1990,Ecuador,ECU,..,..,..,78460,28.3412801618263,1.31090352665203,53000,..,80.370002746582,469.558291537267,..,..,3.67991405308877,1.6440999508,48.5191129963729,..,..,..,37.5850386827844,71.398,65.597,135.346,214.312,42.6,36.5,48.5,11.991103925352,6,..,..,..,..,..
1990,YR1990,"Egypt, Arab Rep.",EGY,..,..,..,26480,2.6601034707921,2.6994481681072,434000,..,..,651.561705165871,..,..,5.66702915715818,2.0708999634,..,..,..,..,23.7667440425543,64.22,60.763,181.826,269.138,67.3,65.4,69.1,16.9450404713831,5,44.61102,51.286060333252,..,..,..
1990,YR1990,El Salvador,SLV,..,..,..,12708,61.3320463320463,2.84127599121787,55000,..,..,343.906338951273,..,..,4.83290057793786,1.4710999727,..,..,..,..,34.6892935554695,67.148,57.076,175.681,374.898,47.1,42.8,51.2,0,6,..,..,..,..,..
1990,YR1990,Equatorial Guinea,GNQ,..,..,..,1038.5,3.70231729055258,0.597960953149759,1000,..,..,59.0376027359712,..,..,-1.75856408496443,..,..,..,..,..,45.4252997279278,53.322,49.426,295.921,373.191,118.5,109,127.2,0,5,..,..,..,..,..
1990,YR1990,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.5745248826064,52.025,47.467,350.825,434.485,80.3,68.4,91.5,..,6,48.1423,46.0625991821289,..,..,..
1990,YR1990,Estonia,EST,100,100,100,13740,..,..,..,..,..,5157.49050137206,..,..,..,11.6106004715,..,..,..,..,47.7367608337971,74.7,64.5,106.786,300.013,14,12.1,15.9,..,6,48.33765,..,..,..,..
1990,YR1990,Eswatini,SWZ,..,..,..,12380,71.9767441860465,1.18834000784304,3000,46429,..,461.929236567373,..,33.45736,21.0180005361393,..,..,..,..,..,42.7224077353012,63.421,58.787,256.973,345.735,56.6,50.1,62.8,0,7,49.66237,79.1855163574219,..,..,..
1990,YR1990,Ethiopia,ETH,..,..,..,..,..,1.19419987629045,250000,..,..,22.7264349501483,..,..,2.72645178272684,0.2415000051,..,..,..,..,47.4450260834749,46.772,43.47,387.167,452.455,126.7,113.3,139.5,0,6,39.47564,23.7295608520508,..,..,..
1990,YR1990,Faroe Islands,FRO,100,100,100,965.32,69.1489971346705,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.7,72.7,52.524,113.22,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Fiji,FJI,..,..,..,4100,22.4411603721949,1.76143789698407,5000,..,..,..,..,..,5.80000272386,..,..,..,..,..,33.1816148158064,67.613,62.86,220.834,319.659,21.4,19.7,23,0,6,..,..,..,..,..
1990,YR1990,Finland,FIN,100,100,100,23930,7.85646278604025,1.19006213659917,31000,..,..,12485.6836482847,..,30.82059,0.691649917806032,12.5,6.14956531179849,..,..,..,47.1837755373898,78.88,70.94,70.355,183.067,5.6,5,6.1,0,6,48.77232,..,..,..,..
1990,YR1990,France,FRA,100,100,100,305928,56.7637072084609,2.12591525483346,550000,..,..,5966.42571193236,..,20.1633,2.82962715326478,9.6999998093,3.19428338029476,..,..,..,43.4519761541884,80.8,72.6,68.981,167.565,7.4,6.3,8.5,0.0266357974593468,5,48.37214,..,..,..,..
1990,YR1990,French Polynesia,PYF,100,100,100,359.372,9.81890710382514,..,..,1981,..,..,..,..,0.129883207294256,..,..,..,..,..,39.373533583425,75.676,72.283,92.259,127.2,..,..,..,0,5,47.61614,72.3140487670898,..,..,..
1990,YR1990,Gabon,GAB,..,..,..,20053.8,7.78274537198743,3.28256302521008,9000,..,..,887.435018002834,..,..,5.19223727652398,3.1937999725,..,..,..,..,39.7594975490196,62.285,59.117,244.526,287.195,58.9,51.8,65.5,30.6150890561432,6,..,..,..,..,..
1990,YR1990,"Gambia, The",GMB,..,..,..,5820,57.5098814229249,0.731093020620479,2000,88826,..,..,..,39.17749,3.55887936756983,0.6108999848,..,..,..,..,48.4901101391636,52.632,49.996,317.973,360.966,99.1,89,108.6,0,6,..,..,..,..,..
1990,YR1990,Georgia,GEO,..,..,..,32290,..,..,..,..,..,3039.15035401916,..,..,-14.788785046729,9.7974996567,..,..,..,..,47.6128991114323,72.819,64.243,105.772,258.4,38.2,33.3,43,0.421504288803926,4,..,..,..,..,..
1990,YR1990,Germany,DEU,100,100,100,180320,51.6483831237648,1.40556547188444,545000,..,..,6639.73169146049,..,..,5.25500609657068,10.3999996185,2.69646824292392,..,..,..,40.6131953454893,78.419,71.911,77.112,158.105,7,6,7.9,0.022824397451738,4,..,..,..,..,..
1990,YR1990,Ghana,GHA,..,..,..,126280,55.4979344291114,0.137713099545455,9000,..,..,310.497518358328,..,..,3.32881788321653,1.4600000381,..,..,..,..,50.1993779652308,56.862,53.947,282.129,328.451,72.6,65.9,79,0,6,44.86382,36.6025505065918,..,..,..
1990,YR1990,Gibraltar,GIB,100,100,100,..,..,..,..,..,..,2720.58823529412,..,..,..,..,..,..,..,..,..,79.334,74.08,72.455,121.252,..,..,..,..,8,..,..,..,..,..
1990,YR1990,Greece,GRC,100,100,100,92220,71.5438324282389,4.85925917330222,201000,..,..,3221.40532041842,..,26.9871,0,5.0999999046,20.433499109463,..,..,..,36.1141592284947,79.5,74.5,55.981,114.778,9.2,8.5,10,0.0876249965060038,6,48.42863,51.3216400146484,..,..,..
1990,YR1990,Greenland,GRL,100,100,100,2368,0.693005560433128,..,..,..,..,..,..,..,-11.7195329863483,..,..,..,..,..,..,68.92,61.4,219.558,320.12,..,..,..,0,..,..,..,..,..,..
1990,YR1990,Grenada,GRD,..,..,..,130,38.2352941176471,..,..,..,..,..,..,..,4.01261191599704,8,..,..,..,..,..,73.252,67.744,150.58,234.132,18.4,17.2,19.6,0,7,..,70.6421966552734,..,..,..
1990,YR1990,Guam,GUM,99.8443069458008,99.6282361960431,99.8662109375,200,37.037037037037,..,..,..,..,..,..,..,..,..,..,..,..,..,37.4019217648397,76.561,70.848,114.646,200.171,..,..,..,..,8,..,..,..,..,..
1990,YR1990,Guatemala,GTM,..,..,..,42850,39.9869354236655,1.40117816273609,43000,..,..,193.467470040521,..,..,3.10256317557587,1.1000000238,..,..,..,..,32.0408388039022,64.639,59.113,216.52,316.896,60.5,53.8,66.9,0.301957368491916,6,..,..,..,..,..
1990,YR1990,Guinea,GIN,..,..,..,140501.09,57.1793464105486,0.64675355585105,15000,727554,..,..,..,..,4.3240627548313,0.5507000089,..,..,..,..,51.661251183559,48.015,46.453,327.997,352.445,133.7,124.6,142.5,0,6,30.93684,22.3961505889893,..,..,..
1990,YR1990,Guinea-Bissau,GNB,..,..,..,5786.7,20.5785917496444,3.52238770921515,12000,..,..,..,..,..,6.09999998628119,1.4779000282,..,..,..,..,45.7158959486671,48.921,44.937,325.362,406.436,123.3,113.5,132.5,0,6,..,..,..,..,..
1990,YR1990,Guyana,GUY,..,..,..,7112.756,3.61328727457455,1.43395901745128,4000,..,..,..,..,..,-3.06748466406728,..,..,..,..,..,31.5090984699657,65.073,59.68,243.861,339.032,52.6,45.4,59.4,0,6,..,..,..,..,..
1990,YR1990,Haiti,HTI,..,..,..,15970,57.9462989840348,0.300720564061562,8000,..,..,60.3987983848719,..,..,1.03812280198248,0.7555999756,..,..,..,..,43.3433435691095,54.421,51.97,325.986,369.261,98,89.5,106.2,0,6,..,..,..,..,..
1990,YR1990,Honduras,HND,..,..,..,33200,29.6719992850121,1.01778695796483,18000,..,..,366.028389185959,..,..,2.7917489495977,1.0067000389,..,..,..,..,33.7208651415318,67.294,63.218,182.171,239.744,44.5,39.3,49.3,0,6,49.62478,73.4484481811523,..,..,..
1990,YR1990,"Hong Kong SAR, China",HKG,100,100,100,80,8.08080808080808,..,..,..,..,4177.92970461916,..,27.09341,3.83057456206777,..,..,..,..,..,36.9486333166506,80.28,74.6,60.676,120.24,..,..,..,0,6,..,..,..,..,..
